 "x_c",  "y_c",  "u_c",  "v_c",  "exx",  "eyy",  "exy",  "e1",  "e2",  "gamma",  "sigma",  "x",  "y",  "u",  "v",  "Xp",  "Yp"
-120,121,-5.99995,-7.99998,2.50108e-06,2.22982e-07,5.64259e-07,2.5355e-06,1.88562e-07,0.121401,0,30,29,-5.99995,7.99998,-126,113
-115,121,-5.99999,-8,1.57156e-06,-2.74051e-07,-1.39004e-06,1.80401e-06,-5.06506e-07,-0.322762,0,35,29,-5.99999,8,-121,113
-110,121,-6.00001,-8.00001,8.36858e-07,-6.51684e-07,-1.74797e-06,1.24054e-06,-1.05536e-06,-0.432692,1.59621e-05,40,29,-6.00001,8.00001,-116,113
-105,121,-6,-8,-1.30283e-07,-8.14026e-07,-2.75753e-07,-1.03527e-07,-8.40782e-07,-0.191673,0,45,29,-6,8,-111,113
-100,121,-5.99995,-8.00011,-1.05298e-06,-6.80991e-07,1.63264e-06,-2.97458e-08,-1.70423e-06,0.897408,0,50,29,-5.99995,8.00011,-106,113
-95,121,-6,-8,-1.1804e-06,-3.0965e-07,2.07225e-06,3.78856e-07,-1.8689e-06,0.984295,0,55,29,-6,8,-101,113
-90,121,-5.99999,-8,-5.73899e-07,2.77441e-07,8.01506e-07,4.36406e-07,-7.32864e-07,1.19317,1.06336e-05,60,29,-5.99999,8,-96,113
-85,121,-6,-8,6.14647e-08,9.44886e-07,-8.13972e-07,1.1038e-06,-9.7446e-08,-1.19854,0,65,29,-6,8,-91,113
-80,121,-6,-8,8.87461e-07,1.23789e-06,-2.00516e-06,2.08045e-06,4.48977e-08,-0.871906,1.72994e-05,70,29,-6,8,-86,113
-75,121,-6.00002,-8.00001,1.65146e-06,1.16799e-06,-2.55398e-06,2.70939e-06,1.10057e-07,-0.691855,1.20972e-05,75,29,-6.00001,8.00001,-81,113
-70,121,-5.99998,-8.00001,1.75266e-06,8.49698e-07,-2.24143e-06,2.50942e-06,9.2944e-08,-0.593917,1.20514e-05,80,29,-5.99999,8.00001,-76,113
-65,121,-5.99991,-8.00009,7.26689e-07,7.94342e-07,-1.53186e-06,1.52719e-06,-6.15989e-09,-0.807466,0,85,29,-5.99991,8.00009,-70.9999,113
-60,121,-6,-8,-8.95015e-07,1.03588e-06,-1.25453e-06,1.22176e-06,-1.08089e-06,-1.28271,1.38253e-05,90,29,-6,8,-66,113
-55,121,-5.99999,-8,-1.37471e-06,1.53946e-06,-1.73356e-06,1.77778e-06,-1.61303e-06,-1.30248,1.09869e-05,95,29,-5.99999,8.00001,-61,113
-50,121,-5.99999,-8.00001,-4.9883e-07,1.4005e-06,-1.50712e-06,1.66316e-06,-7.61484e-07,-1.23541,0,100,29,-5.99999,8.00001,-56,113
-45,121,-6.00001,-8,-5.10172e-08,8.65376e-07,-4.25906e-09,8.65381e-07,-5.10222e-08,-1.56847,1.04839e-05,105,29,-6,8,-51,113
-40,121,-6,-8.00001,-7.37567e-07,3.04256e-07,1.77658e-06,8.13104e-07,-1.24642e-06,1.05059,0,110,29,-6,8.00001,-46,113
-35,121,-6,-8,-1.49394e-06,6.82184e-08,2.08008e-06,5.87818e-07,-2.01354e-06,1.10747,7.38215e-06,115,29,-6,8,-41,113
-30,121,-5.99998,-7.99999,-1.23177e-06,3.70595e-07,3.92101e-07,3.94234e-07,-1.25541e-06,1.4508,0,120,29,-5.99999,7.99999,-36,113
-25,121,-5.99999,-8,-4.72361e-08,9.64692e-07,-1.68632e-06,1.44205e-06,-5.2459e-07,-1.05564,1.26227e-05,125,29,-5.99999,8,-31,113
-20,121,-6.00001,-7.99999,5.37358e-07,1.28217e-06,-2.19245e-06,2.06752e-06,-2.47989e-07,-0.949141,0,130,29,-6.00001,7.99999,-26,113
-15,121,-6,-8,2.78897e-07,1.22906e-06,-1.67675e-06,1.71761e-06,-2.09648e-07,-1.04317,1.31005e-05,135,29,-6,8,-21,113
-10,121,-6.00002,-8,-4.80318e-09,7.19304e-07,-1.1075e-06,1.01885e-06,-3.04354e-07,-1.07493,0,140,29,-6.00001,8,-16,113
-5,121,-6.00002,-8.00001,-2.72627e-07,-3.67709e-07,-3.12569e-07,-1.56812e-07,-4.83523e-07,-0.637747,5.33189e-06,145,29,-6.00001,8.00001,-11,113
0,121,-6,-8,-2.52425e-07,-1.56281e-06,2.60152e-07,-2.39638e-07,-1.5756e-06,0.0979913,0,150,29,-6,8,-6,113
5,121,-6,-8,-1.09128e-07,-2.36689e-06,7.94054e-07,-4.13459e-08,-2.43467e-06,0.169094,0,155,29,-6,8,-1,113
10,121,-6,-8,-3.21018e-08,-2.63634e-06,1.49039e-06,1.66056e-07,-2.8345e-06,0.2599,4.74722e-06,160,29,-6.00001,8,4,113
15,121,-5.99998,-7.99999,1.48894e-07,-2.4557e-06,1.6764e-06,3.95323e-07,-2.70213e-06,0.285942,0,165,29,-5.99999,7.99999,9.00002,113
20,121,-6,-8,6.41227e-08,-1.91253e-06,1.21809e-06,2.36711e-07,-2.08511e-06,0.276137,0,170,29,-6,8,14,113
25,121,-6,-7.99999,-3.71306e-07,-1.06503e-06,6.26739e-07,-2.50714e-07,-1.18563e-06,0.367355,0,175,29,-6,7.99999,19,113
30,121,-6,-8.00005,-3.48522e-07,-3.45984e-08,-4.77336e-07,9.40961e-08,-4.77216e-07,-1.07627,1.25359e-05,180,29,-6,8.00004,24,113
35,121,-6,-8,3.55821e-08,1.03685e-06,-1.37764e-06,1.38774e-06,-3.15315e-07,-1.09964,1.1466e-05,185,29,-6,8,29,113
40,121,-6.00002,-7.99999,1.57857e-07,1.65423e-06,-1.53409e-06,1.97756e-06,-1.65468e-07,-1.17188,1.23108e-05,190,29,-6.00001,7.99999,34,113
45,121,-5.99998,-8,-3.02648e-08,1.75417e-06,-1.00853e-06,1.88681e-06,-1.62906e-07,-1.31358,6.46017e-06,195,29,-5.99999,8,39,113
50,121,-6,-8.00002,-3.41689e-07,1.54948e-06,-2.41154e-07,1.55713e-06,-3.49346e-07,-1.50738,1.17339e-05,200,29,-5.99999,8.00002,44,113
55,121,-6,-8,7.60209e-07,1.25519e-06,-5.5351e-07,1.37897e-06,6.36424e-07,-1.15021,0,205,29,-6,8,49,113
60,121,-5.99998,-8,3.08565e-06,1.04268e-06,-2.38318e-06,3.63366e-06,4.94673e-07,-0.431055,0,210,29,-5.99999,8,54,113
65,121,-5.99998,-7.99998,4.13313e-06,6.96567e-07,-3.08677e-06,4.72451e-06,1.05189e-07,-0.365914,1.1357e-05,215,29,-5.99999,7.99998,59,113
70,121,-5.99989,-8.00007,3.07967e-06,1.67312e-07,-2.10381e-06,3.41987e-06,-1.72883e-07,-0.312792,0,220,29,-5.99989,8.00007,64.0001,113
75,121,-6.00002,-7.99996,4.35045e-07,-3.99819e-07,1.55922e-07,4.42263e-07,-4.07036e-07,0.0923184,2.17448e-06,225,29,-6.00002,7.99996,69,113
80,121,-6.00003,-7.99996,-2.43155e-06,-9.72573e-07,2.41478e-06,-2.91409e-07,-3.11271e-06,1.05714,1.64015e-05,230,29,-6.00003,7.99996,74,113
85,121,-5.99986,-8.00006,-3.63574e-06,-1.03071e-06,3.21471e-06,-2.64374e-07,-4.40207e-06,1.12591,0,235,29,-5.99986,8.00006,79.0001,113
90,121,-6,-8.00001,-2.85461e-06,-5.66343e-07,2.14304e-06,-1.42931e-07,-3.27802e-06,1.19448,1.26141e-05,240,29,-6,8.00001,84,113
95,121,-6,-8,-8.88847e-07,-8.05458e-08,1.89575e-07,-6.95791e-08,-8.99814e-07,1.45561,6.14182e-06,245,29,-6,8,89,113
100,121,-6.00002,-8,1.61753e-06,-2.69674e-08,-1.8959e-06,2.05016e-06,-4.59591e-07,-0.428144,4.97853e-06,250,29,-6.00001,8,94,113
105,121,-5.99988,-8.0001,2.70935e-06,-1.8669e-07,-2.93105e-06,3.32155e-06,-7.98893e-07,-0.395703,0,255,29,-5.99987,8.0001,99.0001,113
110,121,-5.99989,-8.00014,1.59936e-06,-5.67217e-07,-1.912e-06,1.96087e-06,-9.28729e-07,-0.36153,0,260,29,-5.99989,8.00014,104,113
115,121,-6,-7.99999,-5.80532e-07,-2.78162e-07,-6.76477e-08,-2.74424e-07,-5.84269e-07,-1.46075,5.56811e-06,265,29,-5.99999,7.99999,109,113
120,121,-5.99994,-8.00012,-2.53038e-06,2.79992e-07,1.51234e-06,4.70532e-07,-2.72092e-06,1.32395,0,270,29,-5.99993,8.00012,114,113
125,121,-6,-8,-3.62083e-06,1.07861e-06,2.19542e-06,1.32237e-06,-3.86459e-06,1.35228,9.02718e-06,275,29,-5.99999,8,119,113
130,121,-6,-8,-4.1875e-06,1.99305e-06,1.66412e-06,2.10311e-06,-4.29755e-06,1.43929,5.80672e-06,280,29,-5.99999,8,124,113
-135,116,0,0,0,0,0,0,0,0,-1,15,34,0,0,-135,116
-130,116,-6.00001,-8.00002,0,0,0,0,0,0,-1,20,34,-6.00001,8.00002,-136,108
-125,116,-6.00001,-8.00002,3.38591e-06,1.04213e-07,2.38771e-06,3.77427e-06,-2.84145e-07,0.314501,5.10215e-06,25,34,-6.00001,8.00001,-131,108
-120,116,-6,-8.00001,2.77358e-06,1.45915e-07,5.29089e-07,2.79995e-06,1.19547e-07,0.0993482,0,30,34,-6,8.00001,-126,108
-115,116,-5.99994,-8.00001,1.65464e-06,-1.98151e-07,-1.66231e-06,1.97285e-06,-5.16356e-07,-0.365631,0,35,34,-5.99994,8.00001,-121,108
-110,116,-5.99997,-8.00002,5.56092e-07,-3.53108e-07,-2.53728e-06,1.44912e-06,-1.24614e-06,-0.613357,0,40,34,-5.99997,8.00002,-116,108
-105,116,-5.99999,-8.00002,-5.96299e-07,-3.45475e-07,-1.51393e-06,2.96395e-07,-1.23817e-06,-0.867491,0,45,34,-5.99999,8.00002,-111,108
-100,116,-5.99999,-8,-1.22511e-06,-3.51309e-08,1.25819e-07,-3.18144e-08,-1.22843e-06,1.51813,0,50,34,-5.99999,8.00001,-106,108
-95,116,-6,-8.00001,-8.47582e-07,5.59075e-07,4.52426e-07,5.94559e-07,-8.83066e-07,1.4152,4.00166e-06,55,34,-6,8.00001,-101,108
-90,116,-6,-8.00001,5.26163e-08,1.18003e-06,-7.05538e-07,1.28131e-06,-4.86667e-08,-1.29121,6.63203e-06,60,34,-6,8.00001,-96,108
-85,116,-6,-8,6.8698e-07,1.71687e-06,-1.85313e-06,2.26196e-06,1.41883e-07,-1.03902,0,65,34,-6,8,-91,108
-80,116,-5.99995,-8.00006,1.32667e-06,1.75637e-06,-2.27618e-06,2.69971e-06,3.83332e-07,-0.87869,0,70,34,-5.99995,8.00007,-85.9999,108
-75,116,-5.99995,-8.00006,1.82058e-06,1.07333e-06,-2.01723e-06,2.52255e-06,3.71362e-07,-0.608019,0,75,34,-5.99995,8.00006,-80.9999,108
-70,116,-6,-8,1.87092e-06,2.76145e-07,-1.54233e-06,2.18282e-06,-3.5755e-08,-0.38434,1.09221e-05,80,34,-6,8,-76,108
-65,116,-5.9999,-8.00005,9.5778e-07,-3.50593e-08,-1.18383e-06,1.23388e-06,-3.11164e-07,-0.436459,0,85,34,-5.9999,8.00005,-70.9999,108
-60,116,-5.99989,-8.00007,-7.18667e-07,2.56343e-07,-1.36832e-06,6.0892e-07,-1.07124e-06,-1.09495,0,90,34,-5.99989,8.00007,-65.9999,108
-55,116,-5.99999,-8,-1.77571e-06,7.0622e-07,-1.93357e-06,1.03836e-06,-2.10785e-06,-1.23988,0,95,34,-5.99999,8,-61,108
-50,116,-5.99999,-8.00001,-1.5882e-06,6.50009e-07,-1.37494e-06,8.44302e-07,-1.78249e-06,-1.29536,6.30966e-06,100,34,-6,8.00001,-56,108
-45,116,-5.99997,-8.00018,-8.76163e-07,1.50201e-07,1.57821e-07,1.56232e-07,-8.82194e-07,1.49451,0,105,34,-5.99997,8.00018,-51,108
-40,116,-5.99999,-7.99999,-7.12328e-07,8.59988e-08,1.44473e-06,5.12148e-07,-1.13848e-06,1.03781,0,110,34,-5.99999,7.99999,-46,108
-35,116,-6,-8.00001,-7.5492e-07,4.52988e-07,1.1174e-06,6.71775e-07,-9.73708e-07,1.19755,2.60237e-06,115,34,-6,8.00001,-41,108
-30,116,-6,-7.99999,-3.92929e-07,1.33546e-06,-1.20749e-06,1.52546e-06,-5.82935e-07,-1.2659,1.08824e-05,120,34,-6,7.99999,-36,108
-25,116,-6.00001,-8.00001,2.13423e-07,2.07538e-06,-3.3233e-06,3.04908e-06,-7.60278e-07,-1.04075,4.93747e-06,125,34,-6,8.00001,-31,108
-20,116,-6,-8,2.60447e-07,2.22032e-06,-3.2947e-06,3.15716e-06,-6.76394e-07,-1.05371,0,130,34,-6,7.99999,-26,108
-15,116,-5.99991,-8.00011,-1.10012e-07,1.84212e-06,-2.00726e-06,2.26604e-06,-5.33937e-07,-1.17114,0,135,34,-5.99991,8.00012,-20.9999,108
-10,116,-6,-8,-4.67771e-07,9.847e-07,-5.1687e-07,1.02931e-06,-5.12384e-07,-1.39986,0,140,34,-6,8,-16,108
-5,116,-5.99997,-8,-7.27286e-07,-2.96188e-07,8.61927e-07,-2.98755e-08,-9.93599e-07,1.01728,4.48253e-06,145,34,-5.99997,8,-11,108
0,116,-5.99998,-8,-5.83591e-07,-1.30161e-06,1.21271e-06,-2.37933e-07,-1.64727e-06,0.518111,1.06001e-05,150,34,-5.99999,8,-5.99998,108
5,116,-5.99998,-8,-5.30599e-07,-1.65969e-06,1.13443e-06,-2.94867e-07,-1.89543e-06,0.393879,6.37578e-06,155,34,-5.99999,8,-0.999985,108
10,116,-6,-7.99998,-4.99837e-07,-1.52504e-06,1.02929e-06,-2.86065e-07,-1.73881e-06,0.393694,0,160,34,-6,7.99998,4,108
15,116,-6,-8,-1.35464e-07,-1.02327e-06,4.27966e-07,-8.65801e-08,-1.07215e-06,0.224592,0,165,34,-6.00001,8,9,108
20,116,-6,-8,3.13547e-07,-7.89087e-07,-2.43285e-07,3.26807e-07,-8.02348e-07,-0.10858,0,170,34,-6,8,14,108
25,116,-5.99998,-8.00005,6.21023e-07,-5.67941e-07,-9.20617e-07,7.78401e-07,-7.25318e-07,-0.329437,6.672e-06,175,34,-5.99998,8.00005,19,108
30,116,-5.99992,-8.00005,8.99596e-07,-1.43781e-07,-1.81936e-06,1.42656e-06,-6.70748e-07,-0.525051,0,180,34,-5.99992,8.00004,24.0001,108
35,116,-6,-8,7.23967e-07,4.69783e-07,-2.14521e-06,1.67698e-06,-4.83234e-07,-0.726428,3.00808e-06,185,34,-6,8,29,108
40,116,-5.99994,-8.00008,3.36272e-08,9.98087e-07,-1.66321e-06,1.47717e-06,-4.45451e-07,-1.04814,0,190,34,-5.99993,8.00008,34.0001,108
45,116,-5.99991,-8.00009,-5.7963e-07,1.52304e-06,-8.36768e-07,1.60323e-06,-6.59821e-07,-1.38142,0,195,34,-5.9999,8.00009,39.0001,108
50,116,-6,-8,-7.95408e-07,1.91086e-06,3.27844e-08,1.91096e-06,-7.95507e-07,1.56474,1.55458e-05,200,34,-5.99999,8,44,108
55,116,-6,-8,7.49235e-07,2.39788e-06,-6.24588e-07,2.45505e-06,6.92061e-07,-1.38973,1.66603e-05,205,34,-6,8,49,108
60,116,-6,-8,3.20947e-06,2.37461e-06,-2.10012e-06,3.92202e-06,1.66205e-06,-0.596211,9.24265e-06,210,34,-6,8,54,108
65,116,-6.00002,-8,3.95594e-06,1.61392e-06,-1.93659e-06,4.30442e-06,1.26543e-06,-0.345461,1.36894e-05,215,34,-6.00001,8,59,108
70,116,-5.99986,-8.0001,2.39661e-06,5.8122e-07,-4.88558e-07,2.42891e-06,5.48924e-07,-0.131445,0,220,34,-5.99986,8.0001,64.0001,108
75,116,-5.99983,-8.0001,-5.56596e-07,-3.29798e-07,2.0288e-06,5.77523e-07,-1.46392e-06,0.841062,0,225,34,-5.99984,8.0001,69.0002,108
80,116,-6.00002,-8,-3.02052e-06,-9.95232e-07,3.89182e-06,1.85754e-07,-4.2015e-06,1.02531,7.07549e-06,230,34,-6.00001,8,74,108
85,116,-6,-8,-3.37272e-06,-8.85987e-07,3.72351e-06,1.09416e-07,-4.36812e-06,1.07981,0,235,34,-6,8,79,108
90,116,-6,-7.99999,-2.17949e-06,-3.72779e-07,2.0033e-06,7.27008e-08,-2.62497e-06,1.15232,1.06963e-05,240,34,-6,7.99999,84,108
95,116,-5.99998,-8.00001,-6.29928e-07,-7.45299e-09,2.6687e-07,1.99445e-08,-6.57326e-07,1.36829,8.03144e-06,245,34,-5.99999,8.00001,89,108
100,116,-6,-8,1.46108e-06,-3.82643e-07,-1.30017e-06,1.66724e-06,-5.88805e-07,-0.307099,7.95901e-06,250,34,-5.99999,8,94,108
105,116,-5.99998,-8,2.56221e-06,-1.07769e-06,-1.62652e-06,2.73566e-06,-1.25113e-06,-0.210119,0,255,34,-5.99998,8,99,108
110,116,-6,-8.00001,1.88888e-06,-1.7151e-06,-9.31362e-07,1.94808e-06,-1.7743e-06,-0.126446,1.36884e-05,260,34,-6,8.00001,104,108
115,116,-5.99991,-8.00004,4.02392e-08,-1.29424e-06,8.95384e-08,4.17394e-08,-1.29574e-06,0.0334978,0,265,34,-5.99991,8.00004,109,108
120,116,-5.99997,-8.00002,-1.97835e-06,-3.70148e-07,1.099e-06,-2.00325e-07,-2.14818e-06,1.27106,3.10171e-06,270,34,-5.99996,8.00001,114,108
125,116,-5.99994,-8.00006,-3.22765e-06,7.77854e-07,1.76624e-06,9.63918e-07,-3.41372e-06,1.36314,0,275,34,-5.99994,8.00006,119,108
130,116,-6,-8,-3.73247e-06,2.26468e-06,1.6686e-06,2.37858e-06,-3.84637e-06,1.43511,9.73407e-06,280,34,-5.99999,8,124,108
-135,111,0,0,0,0,0,0,0,0,-1,15,39,0,0,-135,111
-130,111,-6,-8,0,0,0,0,0,0,-1,20,39,-6,8,-136,103
-125,111,-6,-8,1.97576e-06,-2.94989e-07,1.32234e-06,2.15425e-06,-4.73472e-07,0.263665,8.49946e-06,25,39,-6,8,-131,103
-120,111,-6,-8,2.78555e-06,-1.95702e-07,5.52852e-07,2.81096e-06,-2.21116e-07,0.0916801,0,30,39,-6,8,-126,103
-115,111,-5.99997,-8,1.98196e-06,-3.58791e-07,-1.57721e-06,2.22285e-06,-5.99683e-07,-0.296464,4.95127e-06,35,39,-5.99997,8,-121,103
-110,111,-5.99997,-8.00001,7.68319e-07,-3.40834e-07,-2.98931e-06,1.80797e-06,-1.38048e-06,-0.607751,0,40,39,-5.99997,8.00001,-116,103
-105,111,-5.99999,-8,-6.38549e-07,-2.16972e-07,-2.60348e-06,8.90936e-07,-1.74646e-06,-0.865666,0,45,39,-5.99999,8,-111,103
-100,111,-5.99995,-8.00007,-1.21461e-06,1.29129e-07,-1.39575e-06,4.2599e-07,-1.51147e-06,-1.16861,0,50,39,-5.99995,8.00007,-106,103
-95,111,-5.99998,-8,-6.64009e-07,5.89306e-07,-8.72178e-07,7.2611e-07,-8.00813e-07,-1.26681,4.30024e-06,55,39,-5.99999,8.00001,-101,103
-90,111,-6,-8,2.93697e-07,8.72154e-07,-1.33415e-06,1.31e-06,-1.44152e-07,-0.989954,0,60,39,-6,7.99999,-96,103
-85,111,-5.99995,-8.00006,8.79463e-07,9.01941e-07,-1.83044e-06,1.80599e-06,-2.45867e-08,-0.791538,0,65,39,-5.99995,8.00006,-91,103
-80,111,-5.99996,-8.00006,1.39714e-06,7.00959e-07,-1.4479e-06,1.85234e-06,2.45765e-07,-0.561303,0,70,39,-5.99996,8.00006,-86,103
-75,111,-5.99998,-8.00004,1.75649e-06,6.68956e-08,-7.08822e-07,1.82782e-06,-4.43458e-09,-0.198611,3.91436e-06,75,39,-5.99997,8.00004,-81,103
-70,111,-5.99995,-8.00005,1.82059e-06,-4.9134e-07,-3.26795e-07,1.83208e-06,-5.02832e-07,-0.0702107,0,80,39,-5.99995,8.00006,-75.9999,103
-65,111,-5.99992,-8.00005,1.008e-06,-7.41755e-07,5.39759e-08,1.00842e-06,-7.42171e-07,0.015419,0,85,39,-5.99992,8.00005,-70.9999,103
-60,111,-6,-8.00001,-5.32778e-07,-4.98923e-07,-3.09388e-08,-4.92919e-07,-5.38781e-07,-1.20059,3.84439e-06,90,39,-6,8.00001,-66,103
-55,111,-5.99982,-8.00007,-1.81805e-06,-4.3544e-07,-4.47797e-07,-4.00086e-07,-1.85341e-06,-1.41419,0,95,39,-5.99982,8.00007,-60.9998,103
-50,111,-5.99992,-8.00008,-2.07921e-06,-4.35778e-07,-3.34708e-07,-4.18909e-07,-2.09608e-06,-1.47034,0,100,39,-5.99992,8.00008,-55.9999,103
-45,111,-5.99992,-8.00006,-1.27104e-06,-4.72572e-07,-4.13407e-08,-4.72038e-07,-1.27157e-06,-1.54493,0,105,39,-5.99992,8.00007,-50.9999,103
-40,111,-5.99999,-7.99999,-6.1129e-07,6.23516e-08,2.43901e-07,8.37489e-08,-6.32687e-07,1.39711,1.26895e-05,110,39,-5.99999,7.99999,-46,103
-35,111,-6,-7.99999,-6.81646e-08,7.6746e-07,-2.75755e-07,7.89622e-07,-9.03265e-08,-1.41142,0,115,39,-6,7.99999,-41,103
-30,111,-5.99989,-8.00008,4.53976e-07,1.65025e-06,-2.17162e-06,2.29177e-06,-1.87547e-07,-1.03715,0,120,39,-5.99989,8.00008,-35.9999,103
-25,111,-6,-8,5.0277e-07,2.03977e-06,-3.46156e-06,3.16499e-06,-6.22454e-07,-0.994333,1.18092e-05,125,39,-6,8,-31,103
-20,111,-5.99991,-8.00007,3.01758e-09,1.98108e-06,-2.92973e-06,2.75953e-06,-7.75437e-07,-1.08233,0,130,39,-5.99991,8.00007,-25.9999,103
-15,111,-6,-8,-5.85249e-07,1.75764e-06,-1.58269e-06,1.99988e-06,-8.2749e-07,-1.27374,5.65788e-06,135,39,-6,8,-21,103
-10,111,-5.99995,-8.00012,-1.10936e-06,1.17745e-06,1.81318e-07,1.18104e-06,-1.11295e-06,1.53123,0,140,39,-5.99995,8.00012,-16,103
-5,111,-5.99997,-8.00001,-1.32103e-06,4.41035e-07,1.35784e-06,6.72277e-07,-1.55227e-06,1.24252,7.81178e-06,145,39,-5.99997,8.00001,-11,103
0,111,-5.99998,-8,-9.87276e-07,-5.78721e-08,1.25674e-06,2.58961e-07,-1.30411e-06,1.10378,8.6317e-06,150,39,-5.99999,8,-5.99998,103
5,111,-5.99998,-8,-8.00829e-07,-1.91772e-07,7.8644e-07,1.05217e-09,-9.93653e-07,1.11488,1.50792e-06,155,39,-5.99999,8,-0.999985,103
10,111,-6,-8.00001,-5.28121e-07,-1.46391e-07,3.50637e-07,-7.80915e-08,-5.9642e-07,1.19931,5.93753e-06,160,39,-5.99999,8.00001,4,103
15,111,-5.99998,-8,-1.00911e-07,2.69305e-07,-5.33241e-07,4.08776e-07,-2.40382e-07,-1.08883,0,165,39,-5.99999,8.00001,9.00002,103
20,111,-6,-8,3.73145e-07,1.88421e-07,-1.10849e-06,8.42672e-07,-2.81106e-07,-0.702834,0,170,39,-6,8,14,103
25,111,-6,-7.99999,9.98794e-07,-8.36238e-08,-1.72485e-06,1.47576e-06,-5.60591e-07,-0.505185,0,175,39,-5.99999,7.99999,19,103
30,111,-6.00002,-8,1.37514e-06,-2.83444e-07,-2.14315e-06,1.90084e-06,-8.09142e-07,-0.456086,9.49648e-06,180,39,-6.00002,8,24,103
35,111,-6,-8.00004,9.1991e-07,-3.29275e-07,-1.79309e-06,1.38798e-06,-7.97344e-07,-0.481156,0,185,39,-6,8.00004,29,103
40,111,-5.99994,-8.00005,-9.30919e-08,-2.93384e-08,-1.14688e-06,5.13109e-07,-6.35539e-07,-0.813164,0,190,39,-5.99994,8.00005,34.0001,103
45,111,-6,-8.00002,-8.79202e-07,6.06273e-07,-6.74099e-07,6.79171e-07,-9.521e-07,-1.35779,1.45379e-05,195,39,-6,8.00001,39,103
50,111,-6.00002,-8,-8.12741e-07,1.22782e-06,-1.98838e-07,1.23265e-06,-8.17573e-07,-1.52223,9.74949e-06,200,39,-6.00001,8,44,103
55,111,-5.99995,-8.00006,1.03437e-06,2.03448e-06,-1.03199e-06,2.25297e-06,8.15883e-07,-1.17025,0,205,39,-5.99995,8.00006,49,103
60,111,-5.99998,-7.99999,3.02166e-06,2.08219e-06,-1.45291e-06,3.41702e-06,1.68683e-06,-0.498402,9.0087e-06,210,39,-5.99999,7.99999,54,103
65,111,-6,-8,3.2633e-06,1.32297e-06,-2.691e-07,3.27258e-06,1.31369e-06,-0.0689043,1.11197e-05,215,39,-6.00001,8,59,103
70,111,-5.99986,-8.00007,1.44151e-06,3.81983e-07,1.45893e-06,1.81328e-06,1.02079e-08,0.47134,0,220,39,-5.99987,8.00007,64.0001,103
75,111,-6,-7.99997,-1.53587e-06,-3.16131e-07,3.53936e-06,9.45819e-07,-2.79781e-06,0.951335,0,225,39,-6,7.99997,69,103
80,111,-5.99979,-8.00011,-3.33819e-06,-6.18273e-07,4.39985e-06,6.0811e-07,-4.56457e-06,1.06224,0,230,39,-5.99979,8.00011,74.0002,103
85,111,-6,-7.99999,-2.83859e-06,-2.45637e-07,3.17678e-06,5.08212e-07,-3.59244e-06,1.12767,0,235,39,-5.99999,7.99999,79,103
90,111,-6,-7.99998,-1.42871e-06,5.85772e-08,1.47118e-06,3.60925e-07,-1.73105e-06,1.18082,6.14182e-06,240,39,-6,7.99998,84,103
95,111,-5.99997,-8,-1.95227e-07,4.93319e-08,3.57361e-07,1.43568e-07,-2.89463e-07,1.08547,7.52085e-06,245,39,-5.99997,8,89,103
100,111,-6,-8,1.38939e-06,-4.87984e-07,-8.07767e-07,1.47259e-06,-5.71184e-07,-0.20316,0,250,39,-6,8,94,103
105,111,-6,-8.00001,2.29299e-06,-1.16391e-06,-9.24307e-07,2.35371e-06,-1.22463e-06,-0.130634,8.98489e-06,255,39,-5.99999,8.00001,99,103
110,111,-5.99998,-8,2.01659e-06,-1.61295e-06,-6.87825e-07,2.04889e-06,-1.64525e-06,-0.0936432,9.51902e-06,260,39,-5.99999,8,104,103
115,111,-5.99988,-8.00006,4.65939e-07,-1.44167e-06,8.34545e-08,4.66851e-07,-1.44258e-06,0.0218601,0,265,39,-5.99989,8.00006,109,103
120,111,-6,-8,-1.50979e-06,-8.33989e-07,1.05657e-06,-5.44783e-07,-1.799e-06,1.06992,1.33585e-05,270,39,-5.99999,8,114,103
125,111,-5.99994,-8.00005,-2.57466e-06,-2.17117e-08,1.77175e-06,2.5557e-07,-2.85194e-06,1.26745,0,275,39,-5.99994,8.00005,119,103
130,111,-5.99994,-8.00005,-2.17273e-06,1.65911e-06,1.35205e-06,1.77488e-06,-2.28849e-06,1.40119,0,280,39,-5.99994,8.00005,124,103
-135,106,0,0,0,0,0,0,0,0,-1,15,44,0,0,-135,106
-130,106,-6,-8,0,0,0,0,0,0,-1,20,44,-6,8,-136,98
-125,106,-6,-8,1.78685e-06,-3.85364e-07,6.17019e-07,1.82981e-06,-4.2833e-07,0.138381,5.92195e-06,25,44,-6,8,-131,98
-120,106,-5.99999,-7.99999,3.02295e-06,-2.51122e-07,5.07062e-07,3.04247e-06,-2.70638e-07,0.0768257,5.56435e-06,30,44,-5.99999,7.99999,-126,98
-115,106,-5.99998,-7.99999,2.66757e-06,-4.58184e-07,-9.79034e-07,2.74244e-06,-5.33053e-07,-0.151768,0,35,44,-5.99998,7.99999,-121,98
-110,106,-5.99982,-7.99999,1.40901e-06,-7.19714e-07,-2.38133e-06,1.9417e-06,-1.25239e-06,-0.420674,0,40,44,-5.99982,7.99999,-116,98
-105,106,-5.99996,-8.00009,-3.8567e-07,-7.66755e-07,-2.57371e-06,7.24675e-07,-1.8771e-06,-0.711898,0,45,44,-5.99996,8.00009,-111,97.9999
