 "x_c",  "y_c",  "u_c",  "v_c",  "exx",  "eyy",  "exy",  "e1",  "e2",  "gamma",  "sigma",  "x",  "y",  "u",  "v",  "Xp",  "Yp"
43,69,3.87428,0.00118256,0.0187377,3.18773e-05,-5.06425e-05,0.0187379,3.17404e-05,-0.00270728,0.00279417,193,81,3.87428,-0.00118545,46.8743,69.0012
48,69,3.96428,-6.86646e-05,0.0181541,3.81407e-05,-2.4702e-05,0.0181541,3.81079e-05,-0.00136355,0.00206034,198,81,3.96427,7.19892e-05,51.9643,68.9999
53,69,4.0509,-0.00038147,0.0181849,2.58072e-05,9.83902e-06,0.0181849,2.58023e-05,0.000541823,0.00228907,203,81,4.05091,0.000377659,57.0509,68.9996
58,69,4.14322,0.000511169,0.0188497,1.56102e-05,4.11873e-05,0.0188498,1.55205e-05,0.00218683,0.0031668,208,81,4.14322,-0.000508068,62.1432,69.0005
63,69,4.23926,0.00244904,0.0198876,2.10275e-05,3.35168e-05,0.0198876,2.09715e-05,0.00168709,0.00406446,213,81,4.23925,-0.00244766,67.2393,69.0024
68,69,4.34291,0.00315857,0.020889,3.35086e-05,-9.80558e-06,0.020889,3.35043e-05,-0.000470168,0.00475413,218,81,4.34291,-0.00315979,72.3429,69.0032
73,69,4.45416,0.00247192,0.021502,3.25822e-05,-6.38953e-05,0.0215021,3.23914e-05,-0.00297608,0.00509195,223,81,4.45416,-0.00247183,77.4542,69.0025
78,69,4.56548,0.00217438,0.0215099,2.8173e-06,-9.00146e-05,0.0215103,2.441e-06,-0.00418524,0.0049773,228,81,4.56548,-0.0021721,82.5655,69.0022
83,69,4.67609,0.000663757,0.0208648,-4.57302e-05,-7.80931e-05,0.0208651,-4.60213e-05,-0.00373456,0.00446662,233,81,4.67609,-0.000663132,87.6761,69.0007
88,69,4.78084,-0.000274658,0.0197651,-8.28442e-05,-3.77779e-05,0.0197652,-8.29166e-05,-0.00190336,0.00366788,238,81,4.78084,0.000272018,92.7808,68.9997
93,69,4.87753,-0.000823975,0.0186345,-8.73602e-05,-9.84154e-06,0.0186345,-8.73655e-05,-0.000525671,0.00300029,243,81,4.87753,0.000824636,97.8775,68.9992
98,69,4.96463,0.000793457,0.0179431,-6.52589e-05,-4.21821e-06,0.0179431,-6.52606e-05,-0.000234237,0.00244269,248,81,4.96463,-0.000792672,102.965,69.0008
103,69,5.05002,0.000930786,0.0180159,-3.7709e-05,-1.23621e-05,0.0180159,-3.77176e-05,-0.000684745,0.00249125,253,81,5.05001,-0.000933976,108.05,69.0009
108,69,5.14145,-0.000450134,0.0188287,-2.77796e-05,-1.95969e-05,0.0188287,-2.78e-05,-0.00103927,0.00350669,258,81,5.14145,0.000449406,113.141,68.9995
113,69,5.23636,0.00157166,0.0199946,-3.97131e-05,-2.85009e-05,0.0199946,-3.97544e-05,-0.0014226,0.00455266,263,81,5.23635,-0.00157424,118.236,69.0016
118,69,5.34317,0.00115204,0.0212078,-7.18844e-05,-5.29682e-05,0.0212079,-7.20173e-05,-0.00248913,0.00528002,268,81,5.34317,-0.00114901,123.343,69.0012
123,69,5.4548,0.000923157,0.0221344,-0.000110669,-0.000116431,0.022135,-0.000111278,-0.00523383,0.00545754,273,81,5.4548,-0.000926577,128.455,69.0009
128,69,5.56979,-0.000267029,0,0,0,0,0,0,-1,278,81,5.56979,0.000266992,133.57,68.9997
-132,64,0.346407,-0.00177002,0.0219047,-0.000235738,-0.000254686,0.0219077,-0.000238667,-0.0115012,0.00455198,18,86,0.346406,0.00177237,-131.654,63.9982
-127,64,0.456972,-0.00256348,0.0217198,-0.000122143,-0.000122474,0.0217205,-0.000122829,-0.00560704,0.00463206,23,86,0.456972,0.00256364,-126.543,63.9974
-122,64,0.56621,-0.00267792,0.0213296,-5.46804e-05,-1.58851e-05,0.0213296,-5.46919e-05,-0.000742841,0.00450546,28,86,0.56621,0.00268014,-121.434,63.9973
-117,64,0.67411,-0.00174713,0.0206738,-2.26022e-05,5.04832e-05,0.0206739,-2.27243e-05,0.0024392,0.00412735,33,86,0.674112,0.00174515,-116.326,63.9983
-112,64,0.778957,-0.000518799,0.0197612,-2.78944e-05,6.91111e-05,0.0197614,-2.81362e-05,0.00349233,0.00354121,38,86,0.778958,0.000521613,-111.221,63.9995
-107,64,0.874821,0.000236511,0.0188246,-5.43593e-05,4.50915e-05,0.0188247,-5.44665e-05,0.00238844,0.00288843,43,86,0.874822,-0.000234572,-106.125,64.0002
-102,64,0.965553,0.00137329,0.0182055,-8.51712e-05,3.9466e-06,0.0182055,-8.51722e-05,0.000215771,0.00242032,48,86,0.965552,-0.00137416,-101.034,64.0014
-97,64,1.05371,0.00164795,0.0181917,-0.000103187,-2.85774e-05,0.0181918,-0.000103232,-0.00156203,0.00256968,53,86,1.05371,-0.00164998,-95.9463,64.0016
-92,64,1.14499,0.000930786,0.0188194,-9.97218e-05,-4.81173e-05,0.0188195,-9.98443e-05,-0.0025433,0.0033942,58,86,1.14499,-0.000934029,-90.855,64.0009
-87,64,1.24026,0.000114441,0.0198273,-5.63165e-05,-6.11505e-05,0.0198275,-5.65052e-05,-0.00307539,0.00417614,63,86,1.24027,-0.000114555,-85.7597,64.0001
-82,64,1.34566,-0.000762939,0.0208211,3.29456e-05,-7.42779e-05,0.0208214,3.2681e-05,-0.00357302,0.00477771,68,86,1.34566,0.000759141,-80.6543,63.9992
-77,64,1.45456,-0.00247192,0.0214335,0.000142983,-9.92201e-05,0.021434,0.000142522,-0.00466016,0.00504224,73,86,1.45456,0.00247049,-75.5454,63.9975
-72,64,1.56532,-0.00265503,0.0214253,0.000222097,-0.000124138,0.021426,0.00022137,-0.00585441,0.00495685,78,86,1.56533,0.00265294,-70.4347,63.9973
-67,64,1.67534,-0.00236511,0.0208008,0.000238949,-0.000131377,0.0208017,0.00023811,-0.00638899,0.00450129,83,86,1.67534,0.00236297,-65.3247,63.9976
-62,64,1.77977,-0.00253296,0.0197915,0.00019852,-0.000107007,0.0197921,0.000197936,-0.00546128,0.00378707,88,86,1.77977,0.00253485,-60.2202,63.9975
-57,64,1.87496,-0.00186157,0.0187465,0.000131952,-6.14027e-05,0.0187467,0.000131749,-0.00329859,0.00295394,93,86,1.87496,0.00185784,-55.125,63.9981
-52,64,1.96621,-0.0016098,0.018096,6.15529e-05,-1.00482e-05,0.018096,6.15474e-05,-0.000557166,0.00244126,98,86,1.96621,0.00161201,-50.0338,63.9984
-47,64,2.05331,-0.00154877,0.0181307,5.11233e-06,1.77767e-05,0.0181307,5.09527e-06,0.000980751,0.00257639,103,86,2.05332,0.00155111,-44.9467,63.9985
-42,64,2.1416,-0.00138092,0.0188173,-2.50724e-05,1.45348e-05,0.0188173,-2.50842e-05,0.000771386,0.00314834,108,86,2.14161,0.00138071,-39.8584,63.9986
-37,64,2.23948,-0.000694275,0.019868,-1.03034e-05,-4.3568e-06,0.019868,-1.03051e-05,-0.000219174,0.00380241,113,86,2.23948,0.000692417,-34.7605,63.9993
-32,64,2.34456,-0.000785828,0.020864,4.1886e-05,-7.94287e-06,0.020864,4.18825e-05,-0.000381462,0.00448689,118,86,2.34456,0.000784676,-29.6554,63.9992
-27,64,2.45291,-0.00110626,0.021446,9.6047e-05,8.43685e-06,0.021446,9.60436e-05,0.00039517,0.00484259,123,86,2.45291,0.00110449,-24.5471,63.9989
-22,64,2.56517,-0.000495911,0.02145,0.000112727,3.65678e-05,0.0214501,0.000112665,0.00171379,0.00490007,128,86,2.56517,0.000497535,-19.4348,63.9995
-17,64,2.67453,0.000198364,0.0208658,8.46583e-05,6.34256e-05,0.020866,8.44654e-05,0.00305204,0.00460512,133,86,2.67453,-0.000198844,-14.3255,64.0002
-12,64,2.78006,0.000289917,0.0198509,3.33242e-05,8.0491e-05,0.0198513,3.29977e-05,0.0040615,0.00394782,138,86,2.78006,-0.000287144,-9.21994,64.0003
-7,64,2.87689,0.000305176,0.0187516,8.50264e-06,8.88427e-05,0.018752,8.08202e-06,0.00473988,0.00328548,143,86,2.87689,-0.000306661,-4.12311,64.0003
-2,64,2.96646,0.000442505,0.0180352,3.31632e-05,8.94122e-05,0.0180357,3.27183e-05,0.00496661,0.00282466,148,86,2.96646,-0.000439437,0.966461,64.0004
3,64,3.05305,0.000511169,0.018055,0.000102387,6.75573e-05,0.0180553,0.000102133,0.00376302,0.00278218,153,86,3.05305,-0.000507576,6.05305,64.0005
8,64,3.14037,0.00115967,0.0187999,0.000180342,2.39807e-05,0.0187999,0.000180311,0.00128793,0.00323812,158,86,3.14037,-0.00115641,11.1404,64.0012
13,64,3.2397,0.00201416,0.0199211,0.000224883,-1.39781e-05,0.0199211,0.000224872,-0.000709683,0.00423953,163,86,3.23971,-0.00201261,16.2397,64.002
18,64,3.34497,0.00224304,0.0209388,0.000206908,-3.93745e-05,0.0209389,0.000206834,-0.00189922,0.00508248,168,86,3.34496,-0.0022459,21.345,64.0022
23,64,3.45448,0.00255585,0.0214534,0.000143783,-6.18155e-05,0.0214536,0.000143604,-0.0029008,0.0055062,173,86,3.45448,-0.00255437,26.4545,64.0026
28,64,3.5675,0.00388336,0.0213335,7.6678e-05,-8.42189e-05,0.0213338,7.63442e-05,-0.00396189,0.00546229,178,86,3.5675,-0.00388248,31.5675,64.0039
33,64,3.67499,0.00204468,0.0206706,4.55212e-05,-0.000103415,0.0206711,4.50024e-05,-0.00501386,0.00494951,183,86,3.67499,-0.00204321,36.675,64.002
38,64,3.77731,0.00123596,0.0196775,4.40155e-05,-0.000106714,0.0196781,4.3436e-05,-0.00543511,0.00411128,188,86,3.77732,-0.00123702,41.7773,64.0012
43,64,3.87392,0.000389099,0.018712,4.60325e-05,-8.48165e-05,0.0187124,4.56478e-05,-0.00454379,0.00287642,193,86,3.87392,-0.000388479,46.8739,64.0004
48,64,3.96442,-5.34058e-05,0.0181386,3.81777e-05,-3.50734e-05,0.0181386,3.81088e-05,-0.00193771,0.00207605,198,86,3.96441,5.45452e-05,51.9644,63.9999
53,64,4.05118,-0.000617981,0.0181775,3.00058e-05,1.71365e-05,0.0181776,2.99895e-05,0.000944289,0.00231534,203,86,4.05118,0.000620354,57.0512,63.9994
58,64,4.14284,7.62939e-06,0.0188532,4.20922e-05,5.08066e-05,0.0188533,4.19552e-05,0.00270086,0.00317709,208,86,4.14283,-7.98358e-06,62.1428,64
63,64,4.23943,0.00151825,0.0199052,7.45618e-05,4.32835e-05,0.0199053,7.44676e-05,0.00218264,0.00401924,213,86,4.23943,-0.00152148,67.2394,64.0015
68,64,4.34299,0.00134277,0.0209116,0.000103232,6.81998e-06,0.0209116,0.00010323,0.000327751,0.00466951,218,86,4.34299,-0.00134407,72.343,64.0013
73,64,4.45496,0.00062561,0.0215072,9.48729e-05,-3.32335e-05,0.0215073,9.48226e-05,-0.00155207,0.00496392,223,86,4.45496,-0.000625362,77.455,64.0006
78,64,4.5659,0.000640869,0.0214869,3.76037e-05,-4.50115e-05,0.021487,3.7509e-05,-0.00209849,0.00476085,228,86,4.56591,-0.000637252,82.5659,64.0006
83,64,4.67616,0.000267029,0.0208347,-4.50653e-05,-2.80004e-05,0.0208348,-4.5103e-05,-0.00134102,0.00424963,233,86,4.67616,-0.000267074,87.6762,64.0003
88,64,4.78009,-9.91821e-05,0.0197583,-0.000105871,4.14973e-06,0.0197583,-0.000105872,0.000208905,0.00350741,238,86,4.78009,9.98688e-05,92.7801,63.9999
93,64,4.87756,-0.0012207,0.0186617,-0.000123229,1.89617e-05,0.0186617,-0.000123248,0.00100941,0.00293534,243,86,4.87756,0.00122308,97.8776,63.9988
98,64,4.96556,0.000434875,0.0179868,-0.000106099,1.09624e-05,0.0179868,-0.000106107,0.000605893,0.00248401,248,86,4.96556,-0.00043602,102.966,64.0004
103,64,5.0509,0.00088501,0.0180524,-7.72476e-05,-9.29116e-06,0.0180524,-7.72523e-05,-0.000512483,0.00253303,253,86,5.0509,-0.000884832,108.051,64.0009
108,64,5.14096,-0.000320435,0.0188513,-5.59247e-05,-2.78271e-05,0.0188514,-5.5965e-05,-0.00147176,0.00355015,258,86,5.14096,0.000323425,113.141,63.9997
113,64,5.23682,0.00167084,0.0200199,-4.7768e-05,-3.8762e-05,0.02002,-4.7843e-05,-0.00193155,0.00454771,263,86,5.23683,-0.00167331,118.237,64.0017
118,64,5.34418,0.00177765,0.0212522,-5.24363e-05,-5.54711e-05,0.0212523,-5.25815e-05,-0.00260369,0.00509513,268,86,5.34419,-0.00177409,123.344,64.0018
123,64,5.45667,0.00199127,0.0222099,-7.22491e-05,-9.13157e-05,0.0222103,-7.26227e-05,-0.00409806,0.00523264,273,86,5.45665,-0.00198761,128.457,64.002
128,64,5.57254,0.00063324,0,0,0,0,0,0,-1,278,86,5.57253,-0.000631943,133.573,64.0006
-132,59,0.348148,-0.001091,0.0217779,-0.000207556,-0.00021453,0.02178,-0.000209649,-0.00975654,0.00444331,18,91,0.348149,0.00109243,-131.652,58.9989
-127,59,0.458002,-0.00177002,0.0216038,-0.000189918,-0.00012759,0.0216046,-0.000190666,-0.00585416,0.00454392,23,91,0.458002,0.00176698,-126.542,58.9982
-122,59,0.567118,-0.00199127,0.021239,-0.00015951,-4.80131e-05,0.0212391,-0.000159618,-0.00224375,0.00446294,28,91,0.567119,0.00198957,-121.433,58.998
-117,59,0.674068,-0.00136566,0.0206299,-0.00012103,1.18435e-05,0.0206299,-0.000121037,0.000570743,0.00409455,33,91,0.67407,0.00136877,-116.326,58.9986
-112,59,0.778835,-0.000320435,0.0197581,-8.42503e-05,4.07987e-05,0.0197582,-8.4335e-05,0.00205613,0.00351441,38,91,0.778834,0.00031825,-111.221,58.9997
-107,59,0.875771,0.000526428,0.0188316,-6.30904e-05,3.68582e-05,0.0188317,-6.31614e-05,0.00195071,0.0028979,43,91,0.875772,-0.00052406,-106.124,59.0005
-102,59,0.966339,0.00200653,0.0181838,-6.21748e-05,1.96428e-05,0.0181838,-6.21965e-05,0.00107655,0.00243604,48,91,0.96634,-0.00200881,-101.034,59.002
-97,59,1.05412,0.00187683,0.0181299,-7.45762e-05,1.29944e-05,0.0181299,-7.45859e-05,0.000713806,0.00254452,53,91,1.05411,-0.00187879,-95.9459,59.0019
-92,59,1.14462,0.00123596,0.0187531,-8.50793e-05,1.60215e-05,0.0187531,-8.5094e-05,0.000850476,0.00352076,58,91,1.14462,-0.00123896,-90.8554,59.0012
-87,59,1.23987,0.000488281,0.019815,-6.67334e-05,3.12759e-06,0.019815,-6.67339e-05,0.00015731,0.00453471,63,91,1.23987,-0.000491614,-85.7601,59.0005
-82,59,1.34528,-0.000770569,0.0209009,-7.95464e-07,-3.78963e-05,0.020901,-8.64267e-07,-0.00181307,0.00515281,68,91,1.34529,0.00077267,-80.6547,58.9992
-77,59,1.45538,-0.00389099,0.0215853,9.52063e-05,-0.000104476,0.0215858,9.46997e-05,-0.00486143,0.00525095,73,91,1.45538,0.00389428,-75.5446,58.9961
-72,59,1.56657,-0.00500488,0.0215732,0.000171752,-0.000163343,0.0215744,0.000170506,-0.00763173,0.00509628,78,91,1.56656,0.00500788,-70.4334,58.995
-67,59,1.6775,-0.00428009,0.0208584,0.000192706,-0.000183313,0.02086,0.00019108,-0.00886945,0.00465372,83,91,1.6775,0.00427905,-65.3225,58.9957
-62,59,1.78139,-0.00354767,0.0197324,0.000160714,-0.00014503,0.0197335,0.00015964,-0.00740965,0.00388293,88,91,1.78139,0.0035443,-60.2186,58.9965
-57,59,1.87584,-0.00252533,0.0186247,0.000106475,-6.96754e-05,0.018625,0.000106213,-0.00376246,0.00299248,93,91,1.87584,0.00252429,-55.1242,58.9975
-52,59,1.96601,-0.00177002,0.0179893,5.3048e-05,8.78797e-06,0.0179893,5.30435e-05,0.000489957,0.00238715,98,91,1.96601,0.00177345,-50.034,58.9982
-47,59,2.05324,-0.000976563,0.0180823,1.32746e-05,4.57305e-05,0.0180824,1.31596e-05,0.00253086,0.00245818,103,91,2.05324,0.000973509,-44.9468,58.999
-42,59,2.14189,-0.000106812,0.0188214,-2.66815e-06,3.07558e-05,0.0188215,-2.7176e-06,0.00163385,0.0030387,108,91,2.14189,0.00010365,-39.8581,58.9999
-37,59,2.24026,-0.000274658,0.0198884,1.96588e-05,-1.28423e-05,0.0198884,1.965e-05,-0.000646357,0.00378693,113,91,2.24026,0.000276547,-34.7597,58.9997
-32,59,2.34526,-0.000946045,0.0208705,7.4227e-05,-3.6462e-05,0.0208705,7.41621e-05,-0.00175329,0.00450535,118,91,2.34526,0.000948357,-29.6547,58.9991
-27,59,2.45462,-0.00218964,0.0214304,0.000128882,-2.43791e-05,0.0214305,0.000128854,-0.00114447,0.00493372,123,91,2.45462,0.00219236,-24.5454,58.9978
-22,59,2.56566,-0.00210571,0.0214123,0.000154,1.40378e-05,0.0214123,0.00015399,0.000660344,0.00499308,128,91,2.56567,0.00210465,-19.4343,58.9979
-17,59,2.67493,-0.000900269,0.0208169,0.000141378,5.55097e-05,0.0208171,0.000141229,0.00268478,0.00468483,133,91,2.67493,0.000901882,-14.3251,58.9991
-12,59,2.78026,-7.62939e-06,0.0198122,0.000105434,7.82305e-05,0.0198125,0.000105123,0.00396965,0.00394036,138,91,2.78026,3.93736e-06,-9.21974,59
-7,59,2.8757,0.000343323,0.0187436,8.25854e-05,7.70462e-05,0.0187439,8.22684e-05,0.00412863,0.00319856,143,91,2.8757,-0.000344288,-4.1243,59.0003
-2,59,2.96541,0.000679016,0.0180701,9.41435e-05,6.07667e-05,0.0180703,9.39379e-05,0.00338039,0.00281261,148,91,2.96541,-0.000678979,0.965408,59.0007
3,59,3.0529,-0.000350952,0.018127,0.000144967,3.52573e-05,0.0181271,0.000144899,0.00196068,0.00288901,153,91,3.0529,0.000353165,6.0529,58.9996
8,59,3.14119,-0.000465393,0.0188774,0.000212834,1.04111e-05,0.0188774,0.00021283,0.000557801,0.00340824,158,91,3.14119,0.000467153,11.1412,58.9995
13,59,3.24135,-0.000694275,0.019971,0.000263476,6.67568e-06,0.019971,0.000263474,0.000338737,0.00432233,163,91,3.24135,0.000695904,16.2413,58.9993
18,59,3.34641,-0.000190735,0.0209544,0.000264325,1.44367e-05,0.0209544,0.000264314,0.00069776,0.00507319,168,91,3.3464,0.000189849,21.3464,58.9998
23,59,3.45567,0.000930786,0.021453,0.000214815,3.90517e-06,0.021453,0.000214814,0.000183875,0.00544863,173,91,3.45568,-0.000932849,26.4557,59.0009
28,59,3.56798,0.00288391,0.021333,0.000140742,-3.81449e-05,0.0213331,0.000140673,-0.00179993,0.00543979,178,91,3.56798,-0.00288644,31.568,59.0029
33,59,3.67636,0.00160217,0.0206648,7.93053e-05,-9.05078e-05,0.0206652,7.89082e-05,-0.00439657,0.00499413,183,91,3.67636,-0.00160108,36.6764,59.0016
38,59,3.77832,0.000419617,0.0196573,4.3839e-05,-0.000116508,0.019658,4.31472e-05,-0.00593994,0.00421118,188,91,3.77832,-0.000417105,41.7783,59.0004
43,59,3.87502,0,0.0186727,2.6211e-05,-0.000100168,0.0186732,2.56728e-05,-0.00537175,0.00302515,193,91,3.87502,-1.46843e-06,46.875,59
48,59,3.96443,0.000106812,0.0180911,1.81468e-05,-4.43156e-05,0.0180912,1.80369e-05,-0.00245202,0.00216769,198,91,3.96444,-0.000104538,51.9644,59.0001
53,59,4.05151,-0.000686646,0.0181411,1.91034e-05,1.19196e-05,0.0181411,1.90949e-05,0.000657738,0.00238831,203,91,4.05151,0.000684982,57.0515,58.9993
58,59,4.14098,0.000198364,0.0188381,3.97357e-05,4.33281e-05,0.0188382,3.96362e-05,0.00230487,0.00318341,208,91,4.14098,-0.000197962,62.141,59.0002
63,59,4.23903,0.001297,0.0199143,7.28527e-05,4.08289e-05,0.0199144,7.2768e-05,0.00205775,0.00397777,213,91,4.23903,-0.00129643,67.239,59.0013
68,59,4.34259,0.000831604,0.0209382,9.92321e-05,2.06413e-05,0.0209383,9.92119e-05,0.000990513,0.00461604,218,91,4.34259,-0.000832998,72.3426,59.0008
73,59,4.45512,0.000114441,0.0215256,8.98143e-05,2.41792e-07,0.0215256,8.98149e-05,1.12798e-05,0.00488257,223,91,4.45513,-0.000110665,77.4551,59.0001
78,59,4.56586,0.000946045,0.0214724,4.00049e-05,-2.42828e-06,0.0214724,4.0004e-05,-0.0001133,0.00465986,228,91,4.56586,-0.000947008,82.5659,59.0009
83,59,4.67584,0.00153351,0.0207983,-3.2633e-05,1.08372e-05,0.0207983,-3.26391e-05,0.000520245,0.00415669,233,91,4.67585,-0.00153195,87.6758,59.0015
88,59,4.77917,0.00152588,0.019734,-8.64878e-05,3.13668e-05,0.019734,-8.65376e-05,0.00158254,0.00341895,238,91,4.77917,-0.00152501,92.7792,59.0015
93,59,4.8763,0.000442505,0.0186749,-0.000106752,3.90588e-05,0.018675,-0.000106834,0.00207962,0.00280754,243,91,4.8763,-0.000439457,97.8763,59.0004
98,59,4.96533,0.00139618,0.0180337,-9.78155e-05,2.75474e-05,0.0180338,-9.78569e-05,0.0015193,0.00236513,248,91,4.96533,-0.00139659,102.965,59.0014
103,59,5.05121,0.00153351,0.0181095,-7.31831e-05,6.43412e-06,0.0181095,-7.31861e-05,0.00035386,0.00241503,253,91,5.0512,-0.00153543,108.051,59.0015
108,59,5.14255,2.28882e-05,0.0188933,-4.21591e-05,-1.22434e-05,0.0188933,-4.21675e-05,-0.000646588,0.00324552,258,91,5.14253,-2.62527e-05,113.143,59
113,59,5.23886,0.00189209,0.0200372,-1.39387e-05,-1.5509e-05,0.0200372,-1.39503e-05,-0.000773473,0.00406792,263,91,5.23885,-0.00189145,118.239,59.0019
118,59,5.34607,0.00234222,0.0212394,1.00044e-05,-1.61653e-05,0.0212394,9.99216e-06,-0.000761459,0.00456935,268,91,5.34607,-0.00234433,123.346,59.0023
123,59,5.45782,0.00248718,0.0221563,1.09961e-05,-2.4708e-05,0.0221563,1.09673e-05,-0.00111572,0.00487567,273,91,5.45783,-0.00248715,128.458,59.0025
128,59,5.57272,0.0010376,0,0,0,0,0,0,-1,278,91,5.57271,-0.00103742,133.573,59.001
-132,54,0.349962,-0.000244141,0.0216951,-0.000143409,-0.000130134,0.0216959,-0.000144185,-0.00595866,0.00430413,18,96,0.349963,0.000246783,-131.65,53.9998
-127,54,0.459129,-0.001091,0.02155,-0.000197297,-8.98508e-05,0.0215504,-0.000197669,-0.00413148,0.00443461,23,96,0.459129,0.00109234,-126.541,53.9989
-122,54,0.568165,-0.00110626,0.0211934,-0.000203516,-6.22245e-05,0.0211935,-0.000203697,-0.00290808,0.00437682,28,96,0.568164,0.00110402,-121.432,53.9989
-117,54,0.674412,-0.000663757,0.0205995,-0.000167172,-3.47741e-05,0.0205995,-0.00016723,-0.00167451,0.00401898,33,96,0.674411,0.00066749,-116.326,53.9993
-112,54,0.778427,-5.34058e-05,0.0197392,-9.82033e-05,-8.3275e-06,0.0197392,-9.8208e-05,-0.000419787,0.0034472,38,96,0.778428,5.4266e-05,-111.222,53.9999
-107,54,0.875748,0.000610352,0.0188005,-3.65069e-05,1.36897e-05,0.0188005,-3.65181e-05,0.000726744,0.00282626,43,96,0.875747,-0.000607805,-106.124,54.0006
-102,54,0.967125,0.00240326,0.0181088,-5.96625e-06,3.43328e-05,0.0181089,-6.03124e-06,0.00189529,0.0023793,48,96,0.967125,-0.00240563,-101.033,54.0024
-97,54,1.05426,0.00248718,0.0180019,-9.9594e-06,6.24947e-05,0.0180021,-1.01766e-05,0.0034696,0.00248463,53,96,1.05426,-0.00248998,-95.9457,54.0025
-92,54,1.14249,0.00191498,0.0186245,-2.71218e-05,9.05822e-05,0.0186249,-2.75616e-05,0.00485638,0.00359341,58,96,1.14249,-0.00191717,-90.8575,54.0019
-87,54,1.23724,0.00149536,0.0197805,-3.05304e-05,8.1509e-05,0.0197809,-3.08659e-05,0.00411422,0.00486692,63,96,1.23723,-0.00149297,-85.7628,54.0015
-82,54,1.34229,0.000289917,0.0210244,-1.26307e-07,1.7512e-05,0.0210244,-1.41561e-07,0.000832932,0.00567953,68,96,1.34229,-0.000289665,-80.6577,54.0003
-77,54,1.45392,-0.00388336,0.0218368,5.25645e-05,-8.60801e-05,0.0218371,5.22239e-05,-0.00395141,0.00584343,73,96,1.45392,0.00388026,-75.5461,53.9961
-72,54,1.56861,-0.00600433,0.02183,9.43244e-05,-0.000177943,0.0218314,9.28678e-05,-0.00818594,0.00556277,78,96,1.56861,0.00600276,-70.4314,53.994
-67,54,1.68161,-0.00545502,0.0209789,9.87487e-05,-0.000213237,0.0209811,9.65707e-05,-0.010211,0.0050931,83,96,1.68161,0.00545623,-65.3184,53.9945
-62,54,1.78516,-0.00428772,0.0196693,7.37003e-05,-0.000171594,0.0196708,7.21989e-05,-0.00875588,0.00419195,88,96,1.78516,0.00429123,-60.2148,53.9957
-57,54,1.87792,-0.00370026,0.0184558,4.55617e-05,-8.19976e-05,0.0184561,4.51971e-05,-0.0044538,0.00315558,93,96,1.87792,0.0036969,-55.1221,53.9963
-52,54,1.96537,-0.00249481,0.0178306,3.06427e-05,1.3028e-05,0.0178306,3.06331e-05,0.000731911,0.00242641,98,96,1.96537,0.00249764,-50.0346,53.9975
-47,54,2.05309,-0.00109863,0.0179999,2.92794e-05,6.20937e-05,0.0180001,2.90638e-05,0.00345524,0.00248257,103,96,2.05309,0.00109726,-44.9469,53.9989
-42,54,2.14147,-0.000320435,0.0188127,4.01527e-05,4.88232e-05,0.0188129,4.00255e-05,0.00260075,0.00303751,108,96,2.14147,0.000316733,-39.8585,53.9997
-37,54,2.2402,-0.000549316,0.0199152,6.43704e-05,-1.8801e-06,0.0199152,6.43712e-05,-9.47113e-05,0.00373827,113,96,2.24019,0.000550926,-34.7598,53.9995
-32,54,2.34513,-0.0016861,0.0208991,0.000100778,-3.63866e-05,0.0208992,0.000100715,-0.00174949,0.00442031,118,96,2.34513,0.0016828,-29.6549,53.9983
-27,54,2.45522,-0.0031662,0.021444,0.000134366,-3.20118e-05,0.021444,0.000134317,-0.00150222,0.0048774,123,96,2.45522,0.00316759,-24.5448,53.9968
-22,54,2.56593,-0.003479,0.0213998,0.000158715,2.37007e-06,0.0213998,0.000158714,0.00011158,0.00494109,128,96,2.56593,0.00347645,-19.4341,53.9965
-17,54,2.67474,-0.0019989,0.0207809,0.000167348,4.25293e-05,0.0207809,0.000167259,0.00206316,0.00465542,133,96,2.67474,0.00199948,-14.3253,53.998
-12,54,2.78035,-0.00131226,0.0197706,0.000162216,6.22858e-05,0.0197708,0.000162018,0.00317644,0.00396525,138,96,2.78035,0.00130858,-9.21965,53.9987
-7,54,2.87584,-0.000549316,0.0187209,0.000155392,5.79892e-05,0.0187211,0.00015521,0.00312345,0.00316689,143,96,2.87585,0.000549051,-4.12416,53.9995
-2,54,2.96477,0.000144958,0.0180761,0.000159926,3.91845e-05,0.0180762,0.000159841,0.00218708,0.00274441,148,96,2.96478,-0.000147038,0.964767,54.0001
3,54,3.05275,-0.00106049,0.0181554,0.000186923,2.35457e-05,0.0181554,0.000186891,0.00131039,0.00300794,153,96,3.05276,0.00105931,6.05275,53.9989
8,54,3.14183,-0.00088501,0.0189124,0.000230691,2.30208e-05,0.0189124,0.000230662,0.00123226,0.00368386,158,96,3.14183,0.000886697,11.1418,53.9991
13,54,3.24139,-0.00175476,0.019997,0.000268924,5.16226e-05,0.0199971,0.000268788,0.00261669,0.00452784,163,96,3.24139,0.00175339,16.2414,53.9982
18,54,3.34674,-0.00141907,0.020972,0.000272039,8.69498e-05,0.0209724,0.000271674,0.00420038,0.00517333,168,96,3.34674,0.00142048,21.3467,53.9986
23,54,3.45616,-0.000564575,0.0214799,0.000225999,8.87866e-05,0.0214803,0.000225628,0.00417733,0.00544366,173,96,3.45616,0.000564496,26.4562,53.9994
